Day,Order,Target,Location,Fold Change,StDev
3,5,IFN-g,Distal Jejunum,-0.557852007,0.054894358
3,6,IFN-g,Jejunum (Lymph),0.163358175,0.057989852
3,7,IFN-g,Jejunum (Peyer's),-1.488380681,0.091452561
3,8,IFN-g,Ileum,-0.227110788,0.13205582
3,9,IFN-g,Ileum (Lymph),0.323565327,0.161978878
3,10,IFN-g,Ileum (Peyer's),0.061813576,0.142170989
3,11,IFN-g,Colon,-0.867920722,0.126421193
3,12,IFN-g,Colon (Lymph),0.455372875,0.178302855
3,13,IFN-g,Prescapular (Lymph),0.425977114,0.405987453
3,14,IFN-g,Bronch (Lymph),0.923823416,0.183188235
3,1,IL-10,Duodenum,-3.305292144,0.001390395
3,2,IL-10,Duodenum (Lymph),0.535988075,0.079212451
3,3,IL-10,Proximal Jejunum,-2.397722841,0.022036878
3,4,IL-10,Middle Jejunum,-0.608753981,0.039675228
3,5,IL-10,Distal Jejunum,-2.762515684,0.006751456
3,6,IL-10,Jejunum (Lymph),0.22252263,0.075088029
3,7,IL-10,Jejunum (Peyer's),-2.568558111,0.03986034
3,8,IL-10,Ileum,0.593331049,0.363505214
3,9,IL-10,Ileum (Lymph),1.148440927,0.195252428
3,10,IL-10,Ileum (Peyer's),0.877053335,0.160525325
3,11,IL-10,Colon,-1.79444915,0.072101546
3,12,IL-10,Colon (Lymph),0.782178595,0.174496248
3,13,IL-10,Prescapular (Lymph),1.082590483,0.066780481
3,14,IL-10,Bronch (Lymph),0.139987204,0.028455616
3,1,IL-4,Duodenum,-2.468303162,0.013404746
3,2,IL-4,Duodenum (Lymph),0.896186592,0.226842777
3,3,IL-4,Proximal Jejunum,-1.910592581,0.094825267
3,4,IL-4,Middle Jejunum,-0.575017706,0.037622771
3,5,IL-4,Distal Jejunum,-1.058661331,0.034970921
3,6,IL-4,Jejunum (Lymph),0.4623067,0.152423526
3,7,IL-4,Jejunum (Peyer's),-1.376619414,0.210866272
3,8,IL-4,Ileum,-1.178206465,0.026999989
3,9,IL-4,Ileum (Lymph),0.17826133,0.053483306
3,10,IL-4,Ileum (Peyer's),-1.113972492,0.193733719
3,11,IL-4,Colon,-2.258909624,0.030090976
3,12,IL-4,Colon (Lymph),-0.413770708,0.212933667
3,13,IL-4,Prescapular (Lymph),1.577388093,0.704772665
3,14,IL-4,Bronch (Lymph),0.90448149,0.120398687
3,1,TLR-10,Duodenum,-3.468034661,0.005476861
3,2,TLR-10,Duodenum (Lymph),0.959893513,0.657671622
3,3,TLR-10,Proximal Jejunum,-1.939537922,0.104266389
3,4,TLR-10,Middle Jejunum,0.048453941,0.252494901
3,5,TLR-10,Distal Jejunum,-2.221306573,0.07190875
3,6,TLR-10,Jejunum (Lymph),-0.29143991,0.017134276
3,7,TLR-10,Jejunum (Peyer's),-2.048373163,0.152022732
3,8,TLR-10,Ileum,1.096785114,0.407900735
3,9,TLR-10,Ileum (Lymph),1.02756277,0.015612364
3,10,TLR-10,Ileum (Peyer's),1.037581407,0.380335422
3,11,TLR-10,Colon,-2.235797189,0.026948674
3,12,TLR-10,Colon (Lymph),0.367112425,0.189717987
3,13,TLR-10,Prescapular (Lymph),0.738869625,0.33864774
3,14,TLR-10,Bronch (Lymph),0.440312329,0.33551894
3,1,TLR-2,Duodenum,-3.350028456,0.004170209
3,2,TLR-2,Duodenum (Lymph),0.992348399,0.756106072
3,3,TLR-2,Proximal Jejunum,-1.647947324,0.143686042
3,4,TLR-2,Middle Jejunum,0.469049015,0.239836201
3,5,TLR-2,Distal Jejunum,-2.100045713,0.041971973
3,6,TLR-2,Jejunum (Lymph),-0.198186512,0.044426255
3,7,TLR-2,Jejunum (Peyer's),-1.69123864,0.197404914
3,8,TLR-2,Ileum,-0.871278915,0.025906301
3,9,TLR-2,Ileum (Lymph),0.505624528,0.193763165
3,10,TLR-2,Ileum (Peyer's),0.40677796,0.471968183
3,11,TLR-2,Colon,-1.746493164,0.031737215
3,12,TLR-2,Colon (Lymph),0.40251922,0.131400562
3,13,TLR-2,Prescapular (Lymph),0.934962952,0.362111284
3,14,TLR-2,Bronch (Lymph),0.62600979,0.224731215
3,1,TLR-4,Duodenum,-1.065631341,0.035682353
3,2,TLR-4,Duodenum (Lymph),0.625519819,0.299595318
3,3,TLR-4,Proximal Jejunum,-1.746013722,0.054145623
3,4,TLR-4,Middle Jejunum,-0.451932872,0.049062872
3,5,TLR-4,Distal Jejunum,-1.234177726,0.031411121
3,6,TLR-4,Jejunum (Lymph),-0.069760269,0.074374039
3,7,TLR-4,Jejunum (Peyer's),-1.663788192,0.066629265
3,8,TLR-4,Ileum,-0.1983388,0.066426986
3,9,TLR-4,Ileum (Lymph),0.198270139,0.056211899
3,10,TLR-4,Ileum (Peyer's),0.190555081,0.135571478
3,11,TLR-4,Colon,0.084946594,0.038111063
3,12,TLR-4,Colon (Lymph),-0.168187093,0.066918495
3,13,TLR-4,Prescapular (Lymph),0.626963579,0.079670488
3,14,TLR-4,Bronch (Lymph),-0.243038969,0.098566222
3,1,TNF-a,Duodenum,-1.454068326,0.032807697
3,2,TNF-a,Duodenum (Lymph),0.361812295,0.057749859
3,3,TNF-a,Proximal Jejunum,-1.694639814,0.02362543
3,4,TNF-a,Middle Jejunum,-0.556672547,0.04312304
3,5,TNF-a,Distal Jejunum,-0.121138347,0.103648212
3,6,TNF-a,Jejunum (Lymph),0.167471198,0.04469086
3,7,TNF-a,Jejunum (Peyer's),-1.577452966,0.027939703
3,8,TNF-a,Ileum,0.613147797,0.202213399
3,9,TNF-a,Ileum (Lymph),0.138614315,0.047838503
3,10,TNF-a,Ileum (Peyer's),-0.189415729,0.057365235
3,11,TNF-a,Colon,-0.408261898,0.125138742
3,12,TNF-a,Colon (Lymph),0.100733038,0.060072587
3,13,TNF-a,Prescapular (Lymph),-0.805304627,0.01022778
3,14,TNF-a,Bronch (Lymph),-0.495579833,0.034154467
7,1,IFN-g,Duodenum,-0.838822724,0.19025044
7,2,IFN-g,Duodenum (Lymph),-0.844897327,0.115422155
7,3,IFN-g,Proximal Jejunum,-1.877736135,0.040111751
7,4,IFN-g,Middle Jejunum,-0.287265331,0.056613002
7,5,IFN-g,Distal Jejunum,1.333190608,2.148093891
7,6,IFN-g,Jejunum (Lymph),-1.095663403,0.046075931
7,7,IFN-g,Jejunum (Peyer's),-1.511649194,0.008988615
7,8,IFN-g,Ileum,1.891178764,1.014624151
7,9,IFN-g,Ileum (Lymph),-0.917935829,0.039954905
7,10,IFN-g,Ileum (Peyer's),-0.548407203,0.092736897
7,11,IFN-g,Colon,1.511105378,1.119398681
7,12,IFN-g,Colon (Lymph),-1.114902452,0.037359781
7,13,IFN-g,Prescapular (Lymph),-0.309240452,0.108079375
7,14,IFN-g,Bronch (Lymph),-0.867848702,0.07499646
7,1,IL-10,Duodenum,-2.896083917,0.008388484
7,2,IL-10,Duodenum (Lymph),0.725284892,0.31544986
7,3,IL-10,Proximal Jejunum,-1.805427164,0.030284172
7,4,IL-10,Middle Jejunum,0.718623366,0.323731394
7,5,IL-10,Distal Jejunum,-1.798932319,0.083084628
7,6,IL-10,Jejunum (Lymph),0.343257371,0.088713597
7,7,IL-10,Jejunum (Peyer's),-1.215315537,0.049308793
7,8,IL-10,Ileum,0.016268185,0.22985369
7,9,IL-10,Ileum (Lymph),1.303788159,0.543771417
7,10,IL-10,Ileum (Peyer's),0.279256947,0.378964789
7,11,IL-10,Colon,-1.423007481,0.112093852
7,12,IL-10,Colon (Lymph),1.393985938,0.868528731
7,13,IL-10,Prescapular (Lymph),1.933680419,0.673016538
7,14,IL-10,Bronch (Lymph),0.387093786,0.328422578
7,1,IL-4,Duodenum,-2.095816786,0.04710843
7,2,IL-4,Duodenum (Lymph),1.288531342,0.586839641
7,3,IL-4,Proximal Jejunum,-1.464170126,0.108494016
7,4,IL-4,Middle Jejunum,0.681745816,0.256950738
7,5,IL-4,Distal Jejunum,0.476335719,0.103979031
7,6,IL-4,Jejunum (Lymph),0.403494431,0.170113749
7,7,IL-4,Jejunum (Peyer's),-0.702468595,0.144769173
7,8,IL-4,Ileum,0.130752344,0.76829748
7,9,IL-4,Ileum (Lymph),0.801384675,0.628992067
7,10,IL-4,Ileum (Peyer's),-1.68466448,0.10412798
7,11,IL-4,Colon,-1.256641647,0.063415188
7,12,IL-4,Colon (Lymph),0.687454598,1.118048228
7,13,IL-4,Prescapular (Lymph),2.202280325,0.814020037
7,14,IL-4,Bronch (Lymph),1.125372291,0.317418508
7,1,TLR-10,Duodenum,-1.173081169,0.27745349
7,2,TLR-10,Duodenum (Lymph),0.281978721,0.127249051
7,3,TLR-10,Proximal Jejunum,-3.700366235,0.035927233
7,4,TLR-10,Middle Jejunum,-0.891604505,0.07882712
7,5,TLR-10,Distal Jejunum,-0.795723917,0.093005588
7,6,TLR-10,Jejunum (Lymph),0.185578157,0.140135559
7,7,TLR-10,Jejunum (Peyer's),-1.889908729,0.051364255
7,8,TLR-10,Ileum,1.911457491,0.845419795
7,9,TLR-10,Ileum (Lymph),1.527781114,0.906535444
7,10,TLR-10,Ileum (Peyer's),1.226861586,0.706761666
7,11,TLR-10,Colon,-1.789071294,0.049806111
7,12,TLR-10,Colon (Lymph),0.405576347,0.144711198
7,13,TLR-10,Prescapular (Lymph),0.500802151,0.323843943
7,14,TLR-10,Bronch (Lymph),0.500700261,0.154413225
7,1,TLR-2,Duodenum,-1.088460977,0.204021114
7,2,TLR-2,Duodenum (Lymph),-0.986577856,0.065465244
7,3,TLR-2,Proximal Jejunum,-3.35565855,0.030821613
7,4,TLR-2,Middle Jejunum,-0.833328798,0.124296773
7,5,TLR-2,Distal Jejunum,-2.39327156,0.047335611
7,6,TLR-2,Jejunum (Lymph),-0.451558196,0.099211483
7,7,TLR-2,Jejunum (Peyer's),-2.282404207,0.048350769
7,8,TLR-2,Ileum,0.007442895,0.626998881
7,9,TLR-2,Ileum (Lymph),0.773123856,0.769601404
7,10,TLR-2,Ileum (Peyer's),-0.34399651,0.076197052
7,11,TLR-2,Colon,-1.199816578,0.036837474
7,12,TLR-2,Colon (Lymph),-0.811545791,0.058707466
7,13,TLR-2,Prescapular (Lymph),0.419869368,0.29370059
7,14,TLR-2,Bronch (Lymph),-0.303442371,0.188885226
7,1,TLR-4,Duodenum,0.848802055,0.798835526
7,2,TLR-4,Duodenum (Lymph),0.223747828,0.0570943
7,3,TLR-4,Proximal Jejunum,-2.130120275,0.038318704
7,4,TLR-4,Middle Jejunum,-0.962849752,0.033717592
7,5,TLR-4,Distal Jejunum,-1.381843661,0.029242756
7,6,TLR-4,Jejunum (Lymph),0.04564992,0.05991729
7,7,TLR-4,Jejunum (Peyer's),-1.214652705,0.033214093
7,8,TLR-4,Ileum,0.291150091,0.32845141
7,9,TLR-4,Ileum (Lymph),0.267094725,0.135787999
7,10,TLR-4,Ileum (Peyer's),-0.394435826,0.027057549
7,11,TLR-4,Colon,-0.178601607,0.043427596
7,12,TLR-4,Colon (Lymph),0.046387629,0.066371325
7,13,TLR-4,Prescapular (Lymph),0.861292668,0.128561472
7,14,TLR-4,Bronch (Lymph),-7.54E-04,0.067230471
7,1,TNF-a,Duodenum,-1.093059954,0.154830548
7,2,TNF-a,Duodenum (Lymph),0.655307148,0.078902396
7,3,TNF-a,Proximal Jejunum,-2.030256452,0.015664808
7,4,TNF-a,Middle Jejunum,-0.591099105,0.044731945
7,5,TNF-a,Distal Jejunum,-0.3579471,0.18063023
7,6,TNF-a,Jejunum (Lymph),0.509415178,0.086266353
7,7,TNF-a,Jejunum (Peyer's),-1.475742118,0.041556658
7,8,TNF-a,Ileum,0.462073962,0.137572017
7,9,TNF-a,Ileum (Lymph),0.578289759,0.079450631
7,10,TNF-a,Ileum (Peyer's),-0.391480805,0.06818703
7,11,TNF-a,Colon,-0.738119925,0.044448673
7,12,TNF-a,Colon (Lymph),0.112368951,0.091276829
7,13,TNF-a,Prescapular (Lymph),0.72169083,0.162821398
7,14,TNF-a,Bronch (Lymph),0.359030821,0.037358988
21,1,IFN-g,Duodenum,0.680612172,1.235986647
21,2,IFN-g,Duodenum (Lymph),-0.228441603,0.34470734
21,3,IFN-g,Proximal Jejunum,-0.787322978,0.035010207
21,4,IFN-g,Middle Jejunum,0.247129507,0.100599706
21,5,IFN-g,Distal Jejunum,0.965176791,1.003974965
21,6,IFN-g,Jejunum (Lymph),-0.044971614,0.365011352
21,7,IFN-g,Jejunum (Peyer's),-0.736537654,0.015141827
21,8,IFN-g,Ileum,1.086815206,0.379936066
21,9,IFN-g,Ileum (Lymph),-0.536143147,0.192491246
21,10,IFN-g,Ileum (Peyer's),-0.718157561,0.048291492
21,11,IFN-g,Colon,0.944637412,1.076949725
21,12,IFN-g,Colon (Lymph),-0.624812074,0.201470785
21,13,IFN-g,Prescapular (Lymph),0.852356648,0.075900298
21,14,IFN-g,Bronch (Lymph),-1.141676949,0.002789084
21,1,IL-10,Duodenum,-1.513483064,0.053220476
21,2,IL-10,Duodenum (Lymph),0.79053493,0.177560073
21,3,IL-10,Proximal Jejunum,-1.162976846,0.048703183
21,4,IL-10,Middle Jejunum,-0.568566341,0.143143059
21,5,IL-10,Distal Jejunum,-0.076000759,0.351674457
21,6,IL-10,Jejunum (Lymph),0.652804756,0.162075624
21,7,IL-10,Jejunum (Peyer's),1.752463421,0.413527307
21,8,IL-10,Ileum,2.046071769,0.474247357
21,9,IL-10,Ileum (Lymph),0.809222274,0.088072782
21,10,IL-10,Ileum (Peyer's),-0.540931859,0.233746502
21,11,IL-10,Colon,-1.081248744,0.085107332
21,12,IL-10,Colon (Lymph),0.371971384,0.173794053
21,13,IL-10,Prescapular (Lymph),1.628065055,0.759469221
21,14,IL-10,Bronch (Lymph),0.087129151,0.016812147
21,1,IL-4,Duodenum,-0.669819234,0.161739623
21,2,IL-4,Duodenum (Lymph),-0.066554465,0.12394622
21,3,IL-4,Proximal Jejunum,-3.113238695,0.032154014
21,4,IL-4,Middle Jejunum,-0.488418928,0.188557092
21,5,IL-4,Distal Jejunum,-0.892921364,0.074636455
21,6,IL-4,Jejunum (Lymph),0.203012376,0.151518108
21,7,IL-4,Jejunum (Peyer's),-2.205512884,0.20387088
21,8,IL-4,Ileum,-1.458869588,0.124935931
21,9,IL-4,Ileum (Lymph),-0.113698974,0.132649432
21,10,IL-4,Ileum (Peyer's),-2.167907945,0.033986276
21,11,IL-4,Colon,-1.808079222,0.016392527
21,12,IL-4,Colon (Lymph),-1.050271947,0.028489983
21,13,IL-4,Prescapular (Lymph),2.263768045,0.563325205
21,14,IL-4,Bronch (Lymph),0.43036181,0.019012351
21,1,TLR-10,Duodenum,-1.590138974,0.208146855
21,2,TLR-10,Duodenum (Lymph),1.166278005,0.936957014
21,3,TLR-10,Proximal Jejunum,-3.277090325,0.015725553
21,4,TLR-10,Middle Jejunum,-1.417854801,0.035859708
21,5,TLR-10,Distal Jejunum,-0.933141034,1.117254506
21,6,TLR-10,Jejunum (Lymph),1.318799953,1.488654448
21,7,TLR-10,Jejunum (Peyer's),0.619686871,0.292380709
21,8,TLR-10,Ileum,2.661125433,2.335164738
21,9,TLR-10,Ileum (Lymph),1.540832759,1.18215784
21,10,TLR-10,Ileum (Peyer's),-0.837806949,0.178998761
21,11,TLR-10,Colon,-2.023397394,0.03157119
21,12,TLR-10,Colon (Lymph),1.030064129,0.617460024
21,13,TLR-10,Prescapular (Lymph),1.539534933,0.644965736
21,14,TLR-10,Bronch (Lymph),0.592261991,0.170662218
21,1,TLR-2,Duodenum,-1.404045974,0.131362389
21,2,TLR-2,Duodenum (Lymph),0.335112472,1.175223918
21,3,TLR-2,Proximal Jejunum,-2.955884894,0.021442831
21,4,TLR-2,Middle Jejunum,-1.63703378,0.056721655
21,5,TLR-2,Distal Jejunum,-1.48421028,0.472963209
21,6,TLR-2,Jejunum (Lymph),0.056998541,1.805673401
21,7,TLR-2,Jejunum (Peyer's),-0.7571874,0.05010863
21,8,TLR-2,Ileum,-0.03136184,1.110156931
21,9,TLR-2,Ileum (Lymph),0.635371589,1.312378457
21,10,TLR-2,Ileum (Peyer's),-1.05244553,0.253587988
21,11,TLR-2,Colon,-1.471624554,0.020575132
21,12,TLR-2,Colon (Lymph),-0.258586173,0.888905305
21,13,TLR-2,Prescapular (Lymph),0.601448909,0.721952668
21,14,TLR-2,Bronch (Lymph),-2.153239056,0.023324096
21,1,TLR-4,Duodenum,-0.238382613,0.071353828
21,2,TLR-4,Duodenum (Lymph),0.79606799,0.333928173
21,3,TLR-4,Proximal Jejunum,-1.421337054,0.027482981
21,4,TLR-4,Middle Jejunum,-0.836167759,0.032859612
21,5,TLR-4,Distal Jejunum,-0.590505207,0.176986522
21,6,TLR-4,Jejunum (Lymph),0.92966149,0.5376335
21,7,TLR-4,Jejunum (Peyer's),-0.502422285,0.052100283
21,8,TLR-4,Ileum,0.314914441,0.309852014
21,9,TLR-4,Ileum (Lymph),0.932132858,0.459368862
21,10,TLR-4,Ileum (Peyer's),-0.14534685,0.125323806
21,11,TLR-4,Colon,0.132114333,0.040565876
21,12,TLR-4,Colon (Lymph),0.46184829,0.30419501
21,13,TLR-4,Prescapular (Lymph),1.211440626,0.148811773
21,14,TLR-4,Bronch (Lymph),0.216090706,0.00329783
21,1,TNF-a,Duodenum,-0.977101758,0.071014638
21,2,TNF-a,Duodenum (Lymph),0.527989273,0.101130668
21,3,TNF-a,Proximal Jejunum,-1.283469756,0.013955353
21,4,TNF-a,Middle Jejunum,0.16649354,0.056648629
21,5,TNF-a,Distal Jejunum,0.505892511,0.121612555
21,6,TNF-a,Jejunum (Lymph),0.047435219,0.183367268
21,7,TNF-a,Jejunum (Peyer's),-0.296657193,0.009846475
21,8,TNF-a,Ileum,1.225234115,0.150215027
21,9,TNF-a,Ileum (Lymph),0.326599351,0.071723287
21,10,TNF-a,Ileum (Peyer's),-0.432946363,0.054348135
21,11,TNF-a,Colon,-0.504958267,0.099969516
21,12,TNF-a,Colon (Lymph),-0.03724438,0.092773646
21,13,TNF-a,Prescapular (Lymph),1.105067407,0.159753944
21,14,TNF-a,Bronch (Lymph),0.309515088,0.020959568
